Equity Report for 'all included' from 2023.04.30 to 2023.04.30,,,,,,,,,,,
Login,Group,PL Balance,Closed PL,Deposit,Balance,Floating PL,Credit,Equity,Margin,Free Margin,Bank
140812736,CMV3US,25.98,0,0,25.98,0,0,25.98,0,25.98,
140812750,CMV3US,35.1,0,0,35.1,0,0,35.1,0,35.1,
140812790,CMV3US,341.25,0,0,341.25,0,0,341.25,0,341.25,
140812800,CMV3US,25.81,0,0,25.81,0,0,25.81,0,25.81,
140812810,CMV3US,25,0,0,25,0,0,25,0,25,
140812946,CMV3US,196.61,0,0,196.61,0,0,196.61,0,196.61,
140812950,CMV3US,0,0,0,0,0,0,0,0,0,
140812954,CMV3US,231.29,0,0,231.29,0,0,231.29,0,231.29,
140812998,CMV3US,0,0,0,0,0,0,0,0,0,
140813006,CMV3US,0,0,0,0,0,0,0,0,0,
140813122,CMV3US,2.71,0,0,2.71,0,0,2.71,0,2.71,
140813132,CMV3US,25.62,0,0,25.62,0,0,25.62,0,25.62,
140813168,CMV3US,0,0,0,0,0,0,0,0,0,
140813246,CMV3US,0,0,0,0,0,0,0,0,0,
140813272,CMV3US,0,0,0,0,0,0,0,0,0,
140813296,CMV3US,352.5,0,0,352.5,0,0,352.5,0,352.5,
140813322,CMV3US,1615.91,0,0,1615.91,-1094.1,0,521.81,44.19,477.62,
140813330,CMV3US,0,0,0,0,0,0,0,0,0,
140813332,CMV3US,25,0,0,25,0,0,25,0,25,
140813434,CMV3US,3.71,0,0,3.71,0,0,3.71,0,3.71,
140813452,CMV3US,165.51,0,0,165.51,0,0,165.51,0,165.51,
140813454,CMV3US,86.43,0,0,86.43,0,0,86.43,0,86.43,
140813482,CMV3US,24.96,0,0,24.96,0,0,24.96,0,24.96,
140813556,CMV3US,35.01,0,0,35.01,0,0,35.01,0,35.01,
140813584,CMV3US,462.22,0,0,462.22,0,0,462.22,0,462.22,
140813596,CMV3US,29,0,0,29,0,0,29,0,29,
140813654,CMV3US,25,0,0,25,0,0,25,0,25,
140813760,CMV3US,4.63,0,0,4.63,0,0,4.63,0,4.63,
140813766,CMV3US,25.05,0,0,25.05,0,0,25.05,0,25.05,
140813776,CMV3US,0,0,0,0,0,0,0,0,0,
140813780,CMV3US,0,0,0,0,0,0,0,0,0,
140813882,CMV3US,300,0,0,300,0,0,300,0,300,
140813912,CMV3US,45.42,0,0,45.42,0,0,45.42,0,45.42,
140813918,CMV3US,0,0,0,0,0,0,0,0,0,
140813976,CMV3US,0,0,0,0,0,0,0,0,0,
140813982,CMV3US,31.38,0,0,31.38,0,0,31.38,0,31.38,
140813984,CMV3US,0,0,0,0,0,0,0,0,0,
140814064,CMV3US,168.01,0,0,168.01,0,0,168.01,0,168.01,
140814098,CMV3US,7.07,0,0,7.07,0,0,7.07,0,7.07,
140814146,CMV3US,257.05,0,0,257.05,235.27,0,492.32,101.23,391.09,
140814148,CMV3US,262.09,0,0,262.09,0,0,262.09,0,262.09,
140814150,CMV3US,78.29,0,0,78.29,0,0,78.29,0,78.29,
140814152,CMV3US,0,0,0,0,0,0,0,0,0,
140814214,CMV3US,54,0,0,54,0,0,54,0,54,
140814222,CMV3US,241.99,0,0,241.99,0,0,241.99,0,241.99,
140814254,CMV3US,0,0,0,0,0,0,0,0,0,
140814270,CMV3US,0,0,0,0,0,0,0,0,0,
140814322,CMV3US,0,0,0,0,0,0,0,0,0,
140814406,CMV3US,525,0,0,525,0,0,525,0,525,
140814542,CMV3US,42.33,0,0,42.33,0,0,42.33,0,42.33,
140814560,CMV3US,276.7,0,0,276.7,0,0,276.7,0,276.7,
140814564,CMV3US,300,0,0,300,0,0,300,0,300,
140814586,CMV3US,73.99,0,0,73.99,0,0,73.99,0,73.99,
140814660,CMV3US,405,0,0,405,0,0,405,0,405,
140814668,CMV3US,321.12,0,0,321.12,0,0,321.12,0,321.12,
140814690,CMV3US,0,0,0,0,0,0,0,0,0,
140814714,CMV3US,2225.76,0,0,2225.76,0,0,2225.76,0,2225.76,
140814718,CMV3US,0,0,0,0,0,0,0,0,0,
140814790,CMV3US,3.07,0,0,3.07,0,0,3.07,0,3.07,
140814849,CMV3US,4641.26,0,0,4641.26,0,0,4641.26,0,4641.26,
140814863,CMV3US,4.6,0,0,4.6,0,0,4.6,0,4.6,
140814875,CMV3US,587.8,0,0,587.8,0,0,587.8,0,587.8,
140814903,CMV3US,431.35,0,0,431.35,0,0,431.35,0,431.35,
140814967,CMV3US,0,0,0,0,0,0,0,0,0,
140814969,CMV3US,42.31,0,0,42.31,0,0,42.31,0,42.31,
140814985,CMV3US,0,0,0,0,0,0,0,0,0,
140815001,CMV3US,30.06,0,0,30.06,0,0,30.06,0,30.06,
140815017,CMV3US,345.78,0,0,345.78,0,0,345.78,0,345.78,
140815031,CMV3US,0,0,0,0,0,0,0,0,0,
140815047,CMV3US,12.95,0,0,12.95,0,0,12.95,0,12.95,
140815083,CMV3US,32,0,0,32,0,0,32,0,32,
140815091,CMV3US,25,0,0,25,0,0,25,0,25,
140815093,CMV3US,0,0,0,0,0,0,0,0,0,
140815131,CMV3US,3.88,0,0,3.88,0,0,3.88,0,3.88,
140815173,CMV3US,0,0,0,0,0,0,0,0,0,
140815209,CMV3US,44.18,0,0,44.18,0,0,44.18,0,44.18,
140815269,CMV3US,5804.93,0,0,5804.93,-586.84,850.25,6068.34,70.69,5997.65,
140815279,CMV3US,148.25,0,0,148.25,0,0,148.25,0,148.25,
140815291,CMV3US,49.48,0,0,49.48,0,0,49.48,0,49.48,
140815301,CMV3US,0,0,0,0,0,0,0,0,0,
140815315,CMV3US,0,0,0,0,0,0,0,0,0,
140815341,CMV3US,1460,0,0,1460,0,0,1460,0,1460,
140815369,CMV3US,27.06,0,0,27.06,0,0,27.06,0,27.06,
140815415,CMV3US,9.55,0,0,9.55,0,0,9.55,0,9.55,
140815445,CMV3US,159.76,0,0,159.76,0,0,159.76,0,159.76,
140815447,CMV3US,0,0,0,0,0,0,0,0,0,
140815449,CMV3US,0,0,0,0,0,0,0,0,0,
140815542,CMV3US,315,0,0,315,0,0,315,0,315,
140815552,CMV3US,309.48,0,0,309.48,0,0,309.48,0,309.48,
140815602,CMV3US,150.23,0,0,150.23,-32.02,0,118.21,0,118.21,
140815622,CMV3US,0,0,0,0,0,0,0,0,0,
140815624,CMV3US,690,-15,0,675,0,0,675,0,675,
140815638,CMV3US,0,0,0,0,0,0,0,0,0,
140815648,CMV3US,325.15,0,0,325.15,-18.07,0,307.08,0,307.08,
140815658,CMV3US,0,0,0,0,0,0,0,0,0,
140815664,CMV3US,300,0,0,300,0,0,300,0,300,
140815690,CMV3US,315,0,0,315,0,0,315,0,315,
140815730,CMV3US,0,0,0,0,0,0,0,0,0,
140815734,CMV3US,175.81,0,0,175.81,0,0,175.81,0,175.81,
140815738,CMV3US,368.15,0,0,368.15,0,0,368.15,0,368.15,
140815742,CMV3US,383.85,0,0,383.85,0,0,383.85,0,383.85,
140815795,CMV3US,0,0,0,0,0,0,0,0,0,
140815811,CMV3US,105,0,0,105,0,0,105,0,105,
140815839,CMV3US,6787.63,0,0,6787.63,0,0,6787.63,0,6787.63,
140815881,CMV3US,125,0,0,125,0,0,125,0,125,
140815883,CMV3US,30.8,0,0,30.8,0,0,30.8,0,30.8,
140815939,CMV3US,25.5,0,0,25.5,0,0,25.5,0,25.5,
140815951,CMV3US,0,0,0,0,0,0,0,0,0,
140815987,CMV3US,30.86,0,0,30.86,0,0,30.86,0,30.86,
140816027,CMV3US,0,0,0,0,0,0,0,0,0,
140816033,CMV3US,315,0,0,315,0,0,315,0,315,
140816071,CMV3US,400.05,0,0,400.05,0,0,400.05,0,400.05,
140816093,CMV3US,24.24,0,0,24.24,0,0,24.24,0,24.24,
140816101,CMV3US,25,0,0,25,0,0,25,0,25,
140816113,CMV3US,0,0,0,0,0,0,0,0,0,
140816117,CMV3US,0,0,0,0,0,0,0,0,0,
140816123,CMV3US,41.4,0,0,41.4,0,0,41.4,0,41.4,
140816139,CMV3US,168.94,0,0,168.94,0,0,168.94,0,168.94,
140816145,CMV3US,6.36,0,0,6.36,0,0,6.36,0,6.36,
140816159,CMV3US,0,0,0,0,0,0,0,0,0,
140816185,CMV3US,13.67,0,0,13.67,0,0,13.67,0,13.67,
140816193,CMV3US,291.89,0,0,291.89,-14.77,0,277.12,0,277.12,
140816203,CMV3US,40.46,0,0,40.46,-17.77,2901,2923.69,0,2923.69,
140816221,CMV3US,708.44,0,0,708.44,-566.84,0,141.6,19.34,122.26,
140816251,CMV3US,98.5,0,0,98.5,0,0,98.5,0,98.5,
140816319,CMV3US,0,0,0,0,0,0,0,0,0,
140816333,CMV3US,18.16,0,0,18.16,0,0,18.16,0,18.16,
140816379,CMV3US,3.7,0,0,3.7,0,0,3.7,0,3.7,
140816427,CMV3US,262.54,0,0,262.54,0,0,262.54,0,262.54,
140816467,CMV3US,0,0,0,0,0,0,0,0,0,
140816471,CMV3US,0,0,0,0,0,0,0,0,0,
140816531,CMV3US,37.37,0,0,37.37,0,0,37.37,0,37.37,
140816637,CMV3US,77.64,0,0,77.64,0,0,77.64,0,77.64,
140816781,CMV3US,40,0,0,40,0,0,40,0,40,
140816837,CMV3US,280.14,0,0,280.14,0,0,280.14,0,280.14,
140816869,CMV3US,0,0,0,0,0,0,0,0,0,
140816881,CMV3US,40,0,0,40,0,0,40,0,40,
140816891,CMV3US,0,0,0,0,0,0,0,0,0,
140816953,CMV3US,318.34,0,0,318.34,0,0,318.34,0,318.34,
140816991,CMV3US,840.12,0,0,840.12,-764.99,80,155.13,32.12,123.01,
140817015,CMV3US,463.61,0,0,463.61,0,0,463.61,0,463.61,
140817023,CMV3US,0,0,0,0,0,0,0,0,0,
140817031,CMV3US,31.76,0,0,31.76,0,0,31.76,0,31.76,
140817055,CMV3US,40,0,0,40,0,0,40,0,40,
140817057,CMV3US,0,0,0,0,0,0,0,0,0,
140817188,CMV3US,0,0,0,0,0,0,0,0,0,
140817278,CMV3US,190,0,0,190,0,0,190,0,190,
140817314,CMV3US,29.8,0,0,29.8,0,0,29.8,0,29.8,
140817330,CMV3US,40,0,0,40,0,0,40,0,40,
140817428,CMV3US,414.84,0,0,414.84,0,0,414.84,0,414.84,
140817474,CMV3US,55.19,0,0,55.19,0,0,55.19,0,55.19,
140817486,CMV3US,315,0,0,315,0,0,315,0,315,
140817578,CMV3US,0,0,0,0,0,0,0,0,0,
140817606,CMV3US,41.14,0,0,41.14,0,0,41.14,0,41.14,
140817608,CMV3US,0,0,0,0,0,0,0,0,0,
140817610,CMV3US,50.24,0,0,50.24,0,0,50.24,0,50.24,
140817788,CMV3US,43.91,0,0,43.91,0,0,43.91,0,43.91,
140817920,CMV3US,0,0,0,0,0,0,0,0,0,
140817926,CMV3US,0,0,0,0,0,0,0,0,0,
140818016,CMV3US,0,0,0,0,0,0,0,0,0,
140818046,CMV3US,1.04,0,0,1.04,0,0,1.04,0,1.04,
140818064,CMV3US,315,0,0,315,0,0,315,0,315,
140818094,CMV3US,136.86,0,0,136.86,0,0,136.86,0,136.86,
140818138,CMV3US,0,0,0,0,0,0,0,0,0,
140818174,CMV3US,254.9,0,0,254.9,0,0,254.9,0,254.9,
140818230,CMV3US,315,0,0,315,0,0,315,0,315,
140818234,CMV3US,0,0,0,0,0,0,0,0,0,
140818282,CMV3US,0,0,0,0,0,0,0,0,0,
140818398,CMV3US,40.96,0,0,40.96,0,0,40.96,0,40.96,
140818404,CMV3US,190,0,0,190,0,0,190,0,190,
140818410,CMV3US,40,0,0,40,0,0,40,0,40,
140818450,CMV3US,192.25,0,0,192.25,0,0,192.25,0,192.25,
140818498,CMV3US,2.74,0,0,2.74,0,0,2.74,0,2.74,
140818512,CMV3US,969.35,0,0,969.35,0,0,969.35,0,969.35,
140818754,CMV3US,0,0,0,0,0,0,0,0,0,
140818762,CMV3US,40,0,0,40,0,0,40,0,40,
140818800,CMV3US,0.11,0,0,0.11,0,0,0.11,0,0.11,
140818890,CMV3US,317.72,0,0,317.72,0,0,317.72,0,317.72,
140818900,CMV3US,64.89,0,0,64.89,0,0,64.89,0,64.89,
140818918,CMV3US,0,0,0,0,0,0,0,0,0,
140818922,CMV3US,0,0,0,0,0,0,0,0,0,
140819008,CMV3US,4810.58,0,0,4810.58,-622.65,0,4187.93,236.85,3951.08,
140819076,CMV3US,40,0,0,40,0,0,40,0,40,
140819116,CMV3US,0,0,0,0,0,0,0,0,0,
140819140,CMV3US,315,0,0,315,0,0,315,0,315,
140819144,CMV3US,0,0,0,0,0,0,0,0,0,
140819174,CMV3US,44.17,0,0,44.17,0,0,44.17,0,44.17,
140819182,CMV3US,249.11,0,0,249.11,-117.69,0,131.42,44.34,87.08,
140819192,CMV3US,315,0,0,315,0,0,315,0,315,
140819214,CMV3US,92.63,0,0,92.63,2.88,0,95.51,11.78,83.73,
140819216,CMV3US,229.81,0,0,229.81,0,0,229.81,0,229.81,
140819218,CMV3US,0,0,0,0,0,0,0,0,0,
140819254,CMV3US,315.3,0,0,315.3,-21.09,0,294.21,64.1,230.11,
140819302,CMV3US,204.18,0,0,204.18,-9.35,0,194.83,19.98,174.85,
140819310,CMV3US,209.52,0,0,209.52,0,0,209.52,0,209.52,
140819382,CMV3US,359.75,0,0,359.75,0,0,359.75,0,359.75,
140819396,CMV3US,14.47,0,0,14.47,0,0,14.47,0,14.47,
140819398,CMV3US,0,0,0,0,0,0,0,0,0,
140819468,CMV3US,0,0,0,0,0,0,0,0,0,
140819496,CMV3US,415.7,0,0,415.7,0,0,415.7,0,415.7,
140819506,CMV3US,17.87,0,0,17.87,-16.06,0,1.81,0,1.81,
140819518,CMV3US,43.32,0,0,43.32,0,0,43.32,0,43.32,
140819620,CMV3US,0,0,0,0,0,0,0,0,0,
140819772,CMV3US,0,0,0,0,0,0,0,0,0,
140819882,CMV3US,0,0,0,0,0,0,0,0,0,
140819926,CMV3US,0,0,0,0,0,0,0,0,0,
140819990,CMV3US,315.4,0,0,315.4,0,0,315.4,0,315.4,
140819992,CMV3US,331.14,0,0,331.14,0,0,331.14,0,331.14,
140820042,CMV3US,79.78,0,0,79.78,0,0,79.78,0,79.78,
140820056,CMV3US,56.3,0,0,56.3,0,0,56.3,0,56.3,
140820066,CMV3US,72.92,0,0,72.92,0,0,72.92,0,72.92,
140820086,CMV3US,0,0,0,0,0,0,0,0,0,
140820114,CMV3US,17.42,0,0,17.42,0,0,17.42,0,17.42,
140820168,CMV3US,32.06,0,0,32.06,0,0,32.06,0,32.06,
140820182,CMV3US,17.6,0,0,17.6,0,0,17.6,0,17.6,
140820260,CMV3US,40,0,0,40,0,0,40,0,40,
140820396,CMV3US,75.79,0,0,75.79,0,0,75.79,0,75.79,
140820414,CMV3US,261.74,0,0,261.74,-9.16,250,502.58,54.37,448.21,
140820442,CMV3US,9.49,0,0,9.49,0,0,9.49,0,9.49,
140820470,CMV3US,251.24,0,0,251.24,0,0,251.24,0,251.24,
140820504,CMV3US,0,0,0,0,0,0,0,0,0,
140820618,CMV3US,40,0,0,40,0,0,40,0,40,
140820656,CMV3US,66.14,0,0,66.14,-14.16,0,51.98,22.1,29.88,
140820812,CMV3US,317.51,0,0,317.51,0,0,317.51,0,317.51,
140820830,CMV3US,40,0,0,40,0,0,40,0,40,
140820862,CMV3US,41.78,0,0,41.78,0,0,41.78,0,41.78,
140820926,CMV3US,0,0,0,0,0,0,0,0,0,
140820944,CMV3US,0,0,0,0,0,0,0,0,0,
140820984,CMV3US,24.2,0,0,24.2,0,0,24.2,0,24.2,
140821010,CMV3US,0,0,0,0,0,0,0,0,0,
140821082,CMV3US,318.98,0,0,318.98,0,0,318.98,0,318.98,
140821150,CMV3US,55,0,0,55,0,0,55,0,55,
140821244,CMV3US,0,0,0,0,0,0,0,0,0,
140821258,CMV3US,60.42,0,0,60.42,0,0,60.42,0,60.42,
140821286,CMV3US,110.48,0,0,110.48,-11.27,0,99.21,0,99.21,
140821308,CMV3US,172.94,0,0,172.94,0,25,197.94,0,197.94,
140821338,CMV3US,416.83,0,0,416.83,-205.01,0,211.82,5.5,206.32,
140821370,CMV3US,188.22,0,0,188.22,0,0,188.22,0,188.22,
140821442,CMV3US,40,0,0,40,0,0,40,0,40,
140821474,CMV3US,0,0,0,0,0,0,0,0,0,
140821512,CMV3US,0.57,0,0,0.57,0,0,0.57,0,0.57,
140821600,CMV3US,10.84,0,0,10.84,0,0,10.84,0,10.84,
140821646,CMV3US,40,0,0,40,0,0,40,0,40,
140821678,CMV3US,500.46,0,0,500.46,3.24,0,503.7,17.49,486.21,
140821688,CMV3US,0.74,0,0,0.74,0,0,0.74,0,0.74,
140821726,CMV3US,0,0,0,0,0,0,0,0,0,
140821834,CMV3US,0,0,0,0,0,0,0,0,0,
140821926,CMV3US,315,0,0,315,0,0,315,0,315,
140821944,CMV3US,0,0,0,0,0,0,0,0,0,
140822194,CMV3US,33.81,0,0,33.81,0,0,33.81,0,33.81,
140822332,CMV3US,39.96,0,0,39.96,0,0,39.96,0,39.96,
140822384,CMV3US,40,0,0,40,0,0,40,0,40,
140822392,CMV3US,146.67,0,0,146.67,-24.9,0,121.77,0.18,121.59,
140822398,CMV3US,315,0,0,315,0,0,315,0,315,
140822446,CMV3US,6.1,0,0,6.1,0,0,6.1,0,6.1,
140822460,CMV3US,0,0,0,0,0,80,80,0,80,
140822462,CMV3US,207.88,0,0,207.88,0,0,207.88,0,207.88,
140822508,CMV3US,40,0,0,40,0,0,40,0,40,
140822556,CMV3US,0,0,0,0,0,0,0,0,0,
140822594,CMV3US,40,0,0,40,0,0,40,0,40,
140822644,CMV3US,0,0,0,0,0,0,0,0,0,
140822712,CMV3US,189.15,0,0,189.15,0,0,189.15,0,189.15,
140822752,CMV3US,69.68,0,0,69.68,0,0,69.68,0,69.68,
140822774,CMV3US,155.78,0,0,155.78,0,0,155.78,0,155.78,
140822784,CMV3US,0,0,0,0,0,0,0,0,0,
140822834,CMV3US,0,0,0,0,0,0,0,0,0,
140822840,CMV3US,188.13,0,0,188.13,0,0,188.13,0,188.13,
140822918,CMV3US,314.4,0,0,314.4,0,0,314.4,0,314.4,
140822960,CMV3US,0,0,0,0,0,0,0,0,0,
140823018,CMV3US,0,0,0,0,0,0,0,0,0,
140823024,CMV3US,15200.3,0,0,15200.3,-9276,3000,8924.3,0,8924.3,
140823070,CMV3US,0,0,0,0,0,0,0,0,0,
140823076,CMV3US,0,0,0,0,0,0,0,0,0,
140823152,CMV3US,40,0,0,40,0,0,40,0,40,
140823160,CMV3US,50.38,0,0,50.38,0,0,50.38,0,50.38,
140823164,CMV3US,315,0,0,315,0,0,315,0,315,
140823174,CMV3US,190,0,0,190,0,0,190,0,190,
140823220,CMV3US,0,0,0,0,0,0,0,0,0,
140823310,CMV3US,16.8,0,0,16.8,0,0,16.8,0,16.8,
140823328,CMV3US,0,0,0,0,0,0,0,0,0,
140823332,CMV3US,190.07,0,0,190.07,0,0,190.07,0,190.07,
140823368,CMV3US,0,0,0,0,0,0,0,0,0,
140823406,CMV3US,190,0,0,190,0,0,190,0,190,
140823458,CMV3US,24.08,0,0,24.08,0,0,24.08,0,24.08,
140823464,CMV3US,145,0,0,145,0,0,145,0,145,
140823488,CMV3US,203.18,0,0,203.18,0,0,203.18,0,203.18,
140823524,CMV3US,0,0,0,0,0,0,0,0,0,
140823538,CMV3US,39.96,0,0,39.96,0,0,39.96,0,39.96,
140823564,CMV3US,0,0,0,0,0,0,0,0,0,
140823646,CMV3US,21.22,0,0,21.22,0,0,21.22,0,21.22,
140823660,CMV3US,1.02,0,0,1.02,0,0,1.02,0,1.02,
140823678,CMV3US,0,0,0,0,0,0,0,0,0,
140823686,CMV3US,265,0,0,265,0,0,265,0,265,
140823692,CMV3US,40,0,0,40,0,0,40,0,40,
140823698,CMV3US,96.53,0,0,96.53,0,0,96.53,0,96.53,
140823802,CMV3US,527.19,0,0,527.19,0,0,527.19,0,527.19,
140823818,CMV3US,0,0,0,0,0,0,0,0,0,
140823846,CMV3US,0,0,0,0,0,0,0,0,0,
140823860,CMV3US,189.99,0,0,189.99,-77.66,0,112.33,30,82.33,
140823866,CMV3US,0,0,0,0,0,0,0,0,0,
140823894,CMV3US,242.17,0,0,242.17,0,0,242.17,0,242.17,
140824006,CMV3US,0,0,0,0,0,0,0,0,0,
140824148,CMV3US,0,0,0,0,0,0,0,0,0,
140824264,CMV3US,28.13,0,0,28.13,0,0,28.13,0,28.13,
140824296,CMV3US,80,0,0,80,0,0,80,0,80,
140824448,CMV3US,690,0,0,690,0,0,690,0,690,
140824494,CMV3US,40.16,0,0,40.16,0,0,40.16,0,40.16,
140824534,CMV3US,315,0,0,315,0,0,315,0,315,
140824632,CMV3US,0,0,0,0,0,0,0,0,0,
140824956,CMV3US,40,0,0,40,0,0,40,0,40,
140825064,CMV3US,97.46,0,0,97.46,0,0,97.46,0,97.46,
140825118,CMV3US,17.14,0,0,17.14,0,0,17.14,0,17.14,
140825168,CMV3US,0.14,0,0,0.14,0,0,0.14,0,0.14,
140825186,CMV3US,55.47,0,0,55.47,0,0,55.47,0,55.47,
140825192,CMV3US,34.78,0,0,34.78,0,0,34.78,0,34.78,
140825438,CMV3US,40,0,0,40,0,0,40,0,40,
140825454,CMV3US,0,0,0,0,0,0,0,0,0,
140825468,CMV3US,0,0,0,0,0,0,0,0,0,
140825480,CMV3US,305.16,0,0,305.16,0,0,305.16,0,305.16,
140825518,CMV3US,0,0,0,0,0,0,0,0,0,
140825540,CMV3US,0,0,0,0,0,20,20,0,20,
140825544,CMV3US,329.26,0,0,329.26,0,0,329.26,0,329.26,
140825734,CMV3US,45.1,0,0,45.1,0,0,45.1,0,45.1,
140825846,CMV3US,485,0,0,485,0,0,485,0,485,
140825848,CMV3US,0,0,0,0,0,0,0,0,0,
140825888,CMV3US,0,0,0,0,0,0,0,0,0,
140825966,CMV3US,4107.62,0,0,4107.62,0,0,4107.62,0,4107.62,
140825990,CMV3US,0,0,0,0,0,0,0,0,0,
140826084,CMV3US,40,0,0,40,0,0,40,0,40,
140826136,CMV3US,40,0,0,40,0,0,40,0,40,
140826148,CMV3US,700.99,0,0,700.99,-733.56,500.05,467.48,140.17,327.31,
140826194,CMV3US,40,0,0,40,0,0,40,0,40,
140826204,CMV3US,315,0,0,315,0,0,315,0,315,
140826244,CMV3US,9.57,0,0,9.57,0,0,9.57,0,9.57,
140826360,CMV3US,706.2,0,0,706.2,0,0,706.2,0,706.2,
140826366,CMV3US,0,0,0,0,0,0,0,0,0,
140826518,CMV3US,2846.06,0,0,2846.06,0,195.28,3041.34,0,3041.34,
140826578,CMV3US,149.94,0,0,149.94,-26.38,0,123.56,29.91,93.65,
140826602,CMV3US,1174.02,0,0,1174.02,-57.55,0,1116.47,46.15,1070.32,
140826654,CMV3US,190,0,0,190,0,0,190,0,190,
140826686,CMV3US,312.9,0,0,312.9,0,0,312.9,0,312.9,
140826716,CMV3US,55.57,0,0,55.57,0,0,55.57,0,55.57,
140826734,CMV3US,315,0,0,315,0,0,315,0,315,
140826768,CMV3US,40,0,0,40,0,0,40,0,40,
140826780,CMV3US,40,0,0,40,0,0,40,0,40,
140826800,CMV3US,0,0,0,0,0,0,0,0,0,
140827022,CMV3US,1611.13,0,0,1611.13,-748.18,0,862.95,465.23,397.72,
140827036,CMV3US,0,0,0,0,0,0,0,0,0,
140827084,CMV3US,0,0,0,0,0,0,0,0,0,
140827088,CMV3US,0,0,0,0,0,0,0,0,0,
140827102,CMV3US,313.11,0,0,313.11,0,0,313.11,0,313.11,
140827108,CMV3US,0,0,0,0,0,0,0,0,0,
140827116,CMV3US,58.47,0,0,58.47,-16.93,0,41.54,11.02,30.52,
140827190,CMV3US,0,0,0,0,0,0,0,0,0,
140827318,CMV3US,42.69,0,0,42.69,0,0,42.69,0,42.69,
140827552,CMV3US,0,0,0,0,0,0,0,0,0,
140827616,CMV3US,0,0,0,0,0,0,0,0,0,
140827658,CMV3US,40,0,0,40,0,0,40,0,40,
140827662,CMV3US,0,0,0,0,0,0,0,0,0,
140827672,CMV3US,250.44,0,0,250.44,-21.85,100,328.59,205.52,123.07,
140827714,CMV3US,55.53,0,0,55.53,0,0,55.53,0,55.53,
140827746,CMV3US,40,0,0,40,0,0,40,0,40,
140827898,CMV3US,0,0,0,0,0,0,0,0,0,
140827940,CMV3US,0,0,0,0,0,0,0,0,0,
140828204,CMV3US,0,0,0,0,0,0,0,0,0,
140828228,CMV3US,40,0,0,40,0,0,40,0,40,
140828256,CMV3US,0,0,0,0,0,0,0,0,0,
140828274,CMV3US,180,0,0,180,0,0,180,0,180,
140828286,CMV3US,254.18,0,0,254.18,0,0,254.18,0,254.18,
140828318,CMV3US,307.77,0,0,307.77,0,0,307.77,0,307.77,
140828390,CMV3US,145.64,0,0,145.64,0,0,145.64,0,145.64,
140828562,CMV3US,15,0,0,15,0,0,15,0,15,
140828572,CMV3US,0,0,0,0,0,0,0,0,0,
140828660,CMV3US,0,0,0,0,0,0,0,0,0,
140828732,CMV3US,72.2,0,0,72.2,0,0,72.2,0,72.2,
140828776,CMV3US,0,0,0,0,0,0,0,0,0,
140828794,CMV3US,0,0,0,0,0,0,0,0,0,
140828882,CMV3US,0,0,0,0,0,0,0,0,0,
140828986,CMV3US,0,0,0,0,0,0,0,0,0,
140829252,CMV3US,40,0,0,40,0,0,40,0,40,
140829304,CMV3US,203.95,0,0,203.95,0,0,203.95,0,203.95,
140829338,CMV3US,40,0,0,40,0,0,40,0,40,
140829346,CMV3US,443.15,0,0,443.15,0,0,443.15,0,443.15,
140829360,CMV3US,0,0,0,0,0,0,0,0,0,
140829388,CMV3US,660.02,0,0,660.02,-552.14,0,107.88,35.91,71.97,
140829476,CMV3US,190,0,0,190,0,0,190,0,190,
140829490,CMV3US,3.25,0,0,3.25,0,0,3.25,0,3.25,
140829530,CMV3US,374.96,0,0,374.96,0,0,374.96,0,374.96,
140829556,CMV3US,40,0,0,40,0,0,40,0,40,
140829558,CMV3US,125.61,0,0,125.61,-66.3,0,59.31,0,59.31,
140829598,CMV3US,0,0,0,0,0,0,0,0,0,
140829600,CMV3US,0,0,0,0,0,0,0,0,0,
140829860,CMV3US,315,0,0,315,0,0,315,0,315,
140829916,CMV3US,332.1,0,0,332.1,0,0,332.1,0,332.1,
140829956,CMV3US,0,0,0,0,0,0,0,0,0,
140830144,CMV3US,0,0,0,0,0,0,0,0,0,
140830246,CMV3US,40,0,0,40,0,0,40,0,40,
140830300,CMV3US,0,0,0,0,0,0,0,0,0,
140830314,CMV3US,88.14,0,0,88.14,0,0,88.14,0,88.14,
140830348,CMV3US,0,0,0,0,0,0,0,0,0,
140830354,CMV3US,15.03,0,0,15.03,0,0,15.03,0,15.03,
140830574,CMV3US,339.66,0,0,339.66,-16.39,0,323.27,0,323.27,
140830582,CMV3US,25.49,0,0,25.49,0,0,25.49,0,25.49,
140830822,CMV3US,2.45,-2.45,0,0,0,0,0,0,0,
140830996,CMV3US,90,0,0,90,0,0,90,0,90,
140831120,CMV3US,0,0,0,0,0,0,0,0,0,
140831130,CMV3US,0,0,0,0,0,0,0,0,0,
140831138,CMV3US,50,0,0,50,0,0,50,0,50,
140831146,CMV3US,402.68,0,0,402.68,0,0,402.68,0,402.68,
140831148,CMV3US,0,0,0,0,0,0,0,0,0,
140831178,CMV3US,0,0,0,0,0,0,0,0,0,
140831394,CMV3US,1037.11,0,0,1037.11,0,0,1037.11,0,1037.11,
140831422,CMV3US,117.39,0,0,117.39,0,0,117.39,0,117.39,
140831644,CMV3US,40,0,0,40,0,0,40,0,40,
140831668,CMV3US,366.2,0,0,366.2,-169.43,0,196.77,10,186.77,
140831706,CMV3US,200.1,0,0,200.1,0,0,200.1,0,200.1,
140831744,CMV3US,0,0,0,0,0,0,0,0,0,
